@relation twit_classification

@attribute 1st_person_pro numeric
@attribute 2nd_person_pro numeric
@attribute 3rd_person_pro numeric
@attribute coord_conj numeric
@attribute past_verb numeric
@attribute future_tense numeric
@attribute comma numeric
@attribute colon numeric
@attribute dash numeric
@attribute parenthese numeric
@attribute ellipse numeric
@attribute common_noun numeric
@attribute proper_noun numeric
@attribute adverb numeric
@attribute wh_word numeric
@attribute slang numeric
@attribute all_upper_word numeric
@attribute avg_sent_len numeric
@attribute avg_token_len numeric
@attribute num_of_sent numeric
@attribute twit {pop-stars,news-feed}

@data
0,1,0,1,1,0,1,0,1,0,0,7,1,1,0,0,0,11.000000,3.600000,2,pop-stars
1,1,1,0,0,0,0,0,2,0,1,6,0,0,0,0,0,12.000000,3.480000,2,pop-stars
0,1,0,0,0,0,1,0,0,0,1,4,0,1,1,0,0,7.000000,4.058824,2,pop-stars
0,1,1,1,0,0,2,0,0,0,0,6,0,2,0,0,0,8.500000,3.190476,2,pop-stars
0,4,1,0,1,0,1,1,1,0,0,4,2,1,0,1,3,11.000000,2.958333,2,pop-stars
2,0,0,0,2,1,0,0,0,0,0,6,2,0,1,0,2,10.500000,3.739130,2,pop-stars
1,0,0,1,0,0,0,0,1,0,1,4,2,0,0,0,1,6.000000,3.384615,2,pop-stars
1,2,1,1,2,0,0,1,1,1,0,4,2,1,0,0,1,7.333333,3.000000,3,pop-stars
0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,10.000000,2.833333,1,pop-stars
0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2.000000,2.500000,3,pop-stars
0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,5.000000,4.500000,1,pop-stars
0,0,0,0,1,1,0,1,1,1,0,2,0,3,0,2,0,6.333333,3.238095,3,pop-stars
1,1,1,0,1,0,0,0,0,0,0,7,1,2,0,1,0,7.000000,3.454545,3,pop-stars
0,0,0,2,0,0,5,0,1,0,1,3,6,1,0,0,0,9.500000,3.041667,2,pop-stars
0,0,0,0,0,0,1,0,0,2,0,3,5,0,0,0,0,13.000000,3.000000,1,pop-stars
0,1,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,5.500000,2.916667,2,pop-stars
0,0,1,0,0,0,1,0,1,0,0,5,0,2,0,1,0,11.000000,3.200000,2,pop-stars
0,0,0,0,0,0,1,0,1,2,0,2,3,1,0,0,0,6.500000,3.687500,2,pop-stars
0,1,0,1,0,0,0,0,1,0,0,2,2,0,0,0,1,7.000000,2.411765,2,pop-stars
0,0,0,0,0,1,0,0,1,0,1,6,1,1,1,0,1,20.000000,3.909091,1,pop-stars
0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,13.000000,2.937500,1,pop-stars
1,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,1,11.000000,3.652174,2,pop-stars
0,0,1,0,0,0,1,0,1,0,0,3,1,3,0,0,0,11.500000,3.760000,2,pop-stars
0,2,0,0,2,0,0,1,1,1,0,8,3,1,0,2,1,9.500000,3.863636,2,pop-stars
0,1,0,1,0,0,0,0,0,0,0,13,2,1,0,1,9,6.000000,3.480000,4,pop-stars
0,0,1,1,2,0,1,0,0,0,0,4,2,2,0,0,0,13.000000,3.928571,2,pop-stars
0,0,1,0,1,0,0,2,1,1,0,7,2,1,0,1,3,8.000000,3.157895,2,pop-stars
0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,5.000000,3.176471,3,pop-stars
0,0,0,1,0,0,0,1,0,0,0,4,1,1,0,0,0,7.500000,4.687500,2,pop-stars
1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,9.000000,3.600000,1,pop-stars
0,1,0,0,0,0,0,0,1,0,0,5,3,1,0,0,0,7.000000,3.333333,3,pop-stars
0,0,0,0,0,0,0,1,0,0,0,2,4,1,1,0,1,6.500000,3.250000,2,pop-stars
0,3,0,0,0,0,0,1,1,0,0,6,1,0,0,0,11,10.000000,3.272727,2,pop-stars
0,0,0,0,0,0,1,1,2,0,0,8,6,1,0,0,1,12.500000,3.034483,2,pop-stars
0,1,0,0,2,0,1,2,1,1,0,5,3,2,0,1,1,8.000000,3.000000,3,pop-stars
1,1,0,0,2,0,0,3,1,2,0,5,1,2,1,2,12,20.000000,2.346154,1,pop-stars
0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,6.000000,3.846154,2,pop-stars
0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,1,8.000000,3.941176,2,pop-stars
0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,6.500000,3.000000,2,pop-stars
0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,6.333333,3.750000,3,pop-stars
0,0,0,0,0,0,1,0,0,2,0,4,4,0,0,0,1,13.000000,2.764706,1,pop-stars
0,0,0,0,0,0,2,1,1,0,0,4,3,0,0,0,0,10.000000,3.538462,1,pop-stars
0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,6.000000,2.285714,1,pop-stars
0,0,1,1,0,0,1,0,1,0,0,8,4,0,0,0,2,26.000000,3.433333,1,pop-stars
3,2,0,0,0,0,0,0,3,0,0,4,0,1,1,0,0,13.500000,2.857143,2,pop-stars
0,4,0,1,0,0,0,0,1,0,0,4,3,2,0,3,4,5.200000,2.962963,5,pop-stars
2,0,1,0,0,0,1,0,0,0,0,6,2,0,1,0,0,8.333333,3.413793,3,pop-stars
0,1,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,10.000000,3.166667,1,pop-stars
2,0,0,1,2,0,3,1,0,0,0,5,2,1,0,0,1,22.000000,3.666667,1,pop-stars
0,0,0,0,0,0,0,1,1,0,0,4,3,1,0,0,1,16.000000,4.444444,1,pop-stars
0,0,0,2,2,0,3,0,1,0,1,6,9,0,0,0,0,8.000000,3.535714,3,pop-stars
1,2,1,0,1,0,0,0,0,0,0,5,1,1,0,0,3,16.000000,3.500000,1,pop-stars
0,1,0,0,1,0,0,0,1,0,0,6,3,2,0,1,3,8.500000,3.368421,2,pop-stars
0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,5.000000,2.857143,1,pop-stars
0,0,0,0,0,0,1,0,1,2,0,4,3,0,0,0,1,13.000000,2.823529,1,pop-stars
1,4,0,0,0,0,0,0,1,0,0,8,3,2,0,1,15,8.666667,3.296296,3,pop-stars
1,1,0,0,0,0,0,0,1,0,0,4,3,1,0,0,1,8.000000,4.529412,2,pop-stars
1,3,2,1,3,0,0,1,1,0,0,3,3,3,0,3,4,9.333333,3.033333,3,pop-stars
1,0,0,1,1,0,0,0,1,0,0,7,1,2,0,0,1,13.500000,3.222222,2,pop-stars
0,0,0,0,2,0,0,0,1,0,0,5,0,1,0,1,0,8.500000,3.055556,2,pop-stars
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2.000000,2.750000,1,pop-stars
0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,11.500000,4.208333,2,pop-stars
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,4.000000,3.800000,1,pop-stars
1,4,0,0,1,0,0,0,1,0,0,6,4,2,0,2,4,8.666667,3.222222,3,pop-stars
1,1,0,0,0,0,0,1,1,0,0,10,1,2,0,2,11,6.333333,2.818182,3,pop-stars
0,0,0,0,1,0,0,1,0,1,0,2,2,1,0,0,0,14.000000,2.947368,1,pop-stars
2,1,1,1,0,0,0,0,1,2,0,6,1,0,1,0,0,20.000000,3.166667,1,pop-stars
2,3,0,0,3,1,0,0,1,0,0,8,2,1,0,4,6,9.666667,2.687500,3,pop-stars
0,0,0,0,0,0,0,0,1,2,0,7,3,0,1,0,2,23.000000,3.785714,1,pop-stars
0,0,0,1,2,0,0,0,1,0,0,4,0,0,0,0,0,8.000000,3.470588,2,pop-stars
1,1,0,1,0,0,1,0,1,0,0,4,1,0,0,0,0,12.000000,3.307692,2,pop-stars
0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,11.000000,3.750000,2,pop-stars
1,0,0,0,0,0,1,0,1,0,0,1,3,2,0,0,0,7.500000,3.666667,2,pop-stars
0,1,0,0,0,0,0,0,1,0,0,6,1,1,0,0,4,7.333333,3.166667,3,pop-stars
2,0,0,2,2,0,0,0,1,0,0,6,1,4,0,0,0,9.333333,3.310345,3,pop-stars
1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,8.500000,4.111111,2,pop-stars
0,2,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,14.000000,3.705882,1,pop-stars
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.000000,3.250000,1,pop-stars
0,2,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,9.000000,3.095238,2,pop-stars
0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,5.000000,3.363636,2,pop-stars
0,0,1,0,0,0,1,0,1,0,0,3,0,1,0,0,1,14.000000,3.333333,1,pop-stars
1,0,0,2,1,0,1,2,1,1,0,5,2,3,0,2,2,10.000000,2.680000,2,pop-stars
1,2,0,2,2,0,0,0,1,0,0,5,5,1,0,1,1,8.000000,3.192308,3,pop-stars
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,10.000000,3.384615,1,pop-stars
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,6.000000,3.250000,1,pop-stars
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4.500000,4.222222,2,pop-stars
0,0,1,0,3,0,0,1,1,0,0,4,2,0,0,0,1,5.333333,3.105263,3,pop-stars
0,0,0,0,1,0,1,0,1,0,0,9,0,0,0,0,0,21.000000,3.320000,1,pop-stars
0,0,1,1,0,0,2,0,1,0,0,8,1,0,0,0,0,18.000000,3.739130,1,pop-stars
0,1,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,7.666667,3.666667,3,pop-stars
0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,8.000000,3.588235,2,pop-stars
1,0,0,0,0,0,0,0,1,0,1,3,0,3,0,1,2,8.500000,3.888889,2,pop-stars
0,2,0,0,1,0,0,1,1,0,0,8,3,1,0,3,1,8.333333,3.384615,3,pop-stars
1,1,0,0,0,1,0,0,1,0,0,6,0,1,0,0,1,11.500000,3.541667,2,pop-stars
1,0,0,2,1,0,0,0,1,0,0,4,3,2,0,1,0,13.500000,3.620690,2,pop-stars
1,1,0,0,0,0,1,0,0,2,0,4,0,1,0,1,0,13.000000,2.500000,1,pop-stars
1,0,3,0,0,0,0,0,1,0,1,5,0,0,0,0,0,9.500000,3.000000,2,pop-stars
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,6.000000,4.000000,1,pop-stars
0,0,0,0,1,0,0,0,1,0,0,6,6,1,0,1,5,5.600000,2.827586,5,pop-stars
0,0,0,0,0,0,1,1,1,0,0,4,3,0,0,0,0,16.000000,3.250000,1,pop-stars
2,0,0,0,1,0,1,0,0,0,0,3,1,2,0,0,0,10.500000,2.913043,2,pop-stars
0,0,0,0,0,0,0,0,1,0,0,5,2,1,0,0,0,11.000000,3.565217,2,pop-stars
2,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,8.000000,3.176471,2,pop-stars
0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,10.000000,3.478261,2,pop-stars
0,0,0,0,0,0,0,1,1,0,0,7,7,1,0,0,2,11.500000,3.107143,2,pop-stars
0,3,0,0,0,0,0,1,1,0,0,10,2,1,0,2,2,5.666667,2.736842,3,pop-stars
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.000000,3.200000,1,pop-stars
0,0,0,0,1,0,0,1,1,1,0,7,3,3,0,2,1,7.000000,3.160000,3,pop-stars
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,10.000000,3.538462,1,pop-stars
1,1,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,5.333333,3.470588,3,pop-stars
0,2,1,1,0,0,0,0,1,0,0,6,0,2,0,0,1,12.000000,3.400000,2,pop-stars
1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,5.000000,2.777778,3,pop-stars
0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,3.000000,4.333333,2,pop-stars
0,2,0,0,0,1,0,0,1,0,0,5,2,0,1,1,1,13.000000,3.464286,2,pop-stars
0,0,0,0,0,0,1,0,1,0,0,5,2,1,0,0,0,19.000000,4.136364,1,pop-stars
1,2,0,0,0,0,1,0,1,0,1,6,2,3,0,1,0,9.333333,3.129032,3,pop-stars
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.000000,3.111111,1,pop-stars
0,2,1,0,0,0,0,0,1,0,0,4,2,4,0,0,7,7.000000,2.956522,3,pop-stars
1,0,0,0,0,1,0,0,1,0,0,4,2,1,0,0,1,9.333333,3.448276,3,pop-stars
1,0,1,0,0,0,0,0,1,0,0,5,2,3,0,1,1,13.000000,3.321429,2,pop-stars
0,0,0,0,0,0,1,1,1,0,1,5,2,2,1,0,1,16.000000,2.521739,1,pop-stars
0,1,0,0,1,0,0,0,1,0,0,7,2,3,0,3,1,5.666667,2.894737,3,pop-stars
1,0,0,0,0,0,1,1,1,0,1,6,2,3,1,0,0,9.500000,3.083333,2,pop-stars
0,1,0,0,0,1,0,0,0,2,0,6,0,0,0,0,1,9.000000,3.428571,2,pop-stars
0,0,0,1,0,0,0,1,1,0,0,6,6,0,0,0,0,25.000000,2.933333,1,pop-stars
1,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,17.000000,4.000000,1,pop-stars
1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,3.500000,3.625000,2,pop-stars
0,0,0,0,0,0,2,0,1,0,1,2,6,0,0,0,0,6.500000,3.277778,2,pop-stars
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,10.000000,3.153846,1,pop-stars
3,1,2,1,0,0,0,0,0,0,0,2,0,3,0,1,0,13.000000,2.821429,2,pop-stars
0,3,0,0,1,0,0,0,2,0,0,10,2,1,0,2,1,26.000000,3.000000,1,pop-stars
3,0,0,1,0,0,0,1,7,0,2,5,1,4,1,0,0,32.000000,2.405405,1,pop-stars
1,0,1,0,0,0,1,0,0,0,0,4,2,2,0,1,2,9.666667,3.062500,3,pop-stars
0,1,1,1,1,0,0,0,1,0,0,2,1,1,0,0,1,13.000000,3.000000,1,pop-stars
1,0,2,0,0,0,0,1,0,0,0,4,2,1,0,0,1,11.000000,3.041667,2,pop-stars
0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4.000000,3.400000,1,pop-stars
0,1,0,1,0,0,0,1,1,0,0,7,0,1,1,0,0,24.000000,3.160000,1,pop-stars
1,1,1,0,0,0,0,1,1,0,0,3,1,3,0,1,0,10.500000,2.880000,2,pop-stars
0,3,0,0,1,0,0,1,1,0,0,4,2,1,1,0,5,4.750000,2.857143,4,pop-stars
0,0,1,0,0,0,2,1,2,0,0,3,6,1,0,0,0,11.000000,3.307692,2,pop-stars
1,1,1,1,2,0,1,1,1,1,0,4,1,2,0,1,2,19.000000,2.869565,1,pop-stars
1,2,0,0,1,0,0,0,1,0,0,8,3,2,0,1,4,23.000000,3.269231,1,pop-stars
1,0,0,1,0,0,0,0,1,0,0,8,1,3,0,1,0,11.000000,3.608696,2,pop-stars
1,1,1,0,1,0,1,0,1,0,0,2,0,2,1,1,0,14.000000,3.562500,1,pop-stars
1,0,0,0,1,1,0,0,2,0,0,5,0,1,0,0,0,23.000000,3.480000,1,pop-stars
1,3,0,0,3,0,1,1,1,0,0,6,1,5,0,2,1,26.000000,3.142857,1,pop-stars
2,3,0,0,0,0,0,0,1,0,1,6,1,3,1,2,1,8.333333,3.142857,3,pop-stars
1,1,1,1,0,1,1,0,0,0,0,4,1,0,0,0,0,8.500000,3.238095,2,pop-stars
0,2,3,0,2,0,1,0,1,0,0,2,2,2,1,0,0,13.000000,3.413793,2,pop-stars
0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,4.000000,3.625000,2,pop-stars
0,0,0,0,0,0,2,1,1,0,0,3,4,0,0,0,0,10.000000,3.692308,1,pop-stars
2,2,0,0,3,0,0,2,1,1,0,7,1,1,0,1,1,26.000000,2.812500,1,pop-stars
1,3,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,14.000000,2.947368,1,pop-stars
0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,5.000000,2.125000,1,pop-stars
2,0,0,0,3,0,1,0,1,0,1,5,2,2,0,0,2,18.000000,2.954545,1,pop-stars
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.000000,2.400000,1,pop-stars
0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,10.000000,3.083333,1,pop-stars
0,0,1,0,0,0,1,1,1,0,0,3,3,1,1,0,1,9.000000,3.285714,2,pop-stars
0,1,0,0,0,1,0,0,0,2,0,2,0,0,1,0,0,8.000000,3.000000,1,pop-stars
0,0,0,0,0,0,0,0,1,2,0,3,5,1,1,0,0,20.000000,3.869565,1,pop-stars
0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,4.000000,2.700000,2,pop-stars
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.000000,2.400000,1,pop-stars
0,3,0,0,1,0,1,2,1,1,0,3,2,3,0,1,1,7.666667,2.642857,3,pop-stars
1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,9.000000,3.500000,1,pop-stars
0,1,1,1,0,1,0,0,2,0,0,3,3,1,0,0,2,23.000000,3.280000,1,pop-stars
0,1,0,0,0,0,0,0,1,0,0,4,0,2,0,1,1,17.000000,3.333333,1,pop-stars
0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,7.000000,4.857143,1,pop-stars
0,4,0,1,2,0,0,0,1,0,0,6,4,0,0,4,2,13.500000,3.357143,2,pop-stars
0,1,0,1,0,0,0,0,1,0,0,5,3,2,0,0,1,24.000000,4.520000,1,pop-stars
1,1,0,0,0,0,0,1,0,0,0,4,7,0,1,0,0,10.500000,3.375000,2,pop-stars
0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,5.500000,3.153846,2,pop-stars
1,0,0,1,0,0,0,0,1,0,1,7,0,0,0,0,0,22.000000,3.416667,1,pop-stars
0,1,1,0,0,0,0,0,1,0,1,2,2,1,0,0,0,4.750000,3.850000,4,pop-stars
0,0,0,0,0,0,2,1,1,0,0,5,2,0,0,0,0,10.000000,3.307692,1,pop-stars
1,0,0,1,1,0,0,1,1,0,0,5,0,0,0,0,0,18.000000,3.550000,1,pop-stars
0,0,0,0,0,0,1,0,1,0,1,3,1,1,0,0,0,4.333333,2.933333,3,pop-stars
0,0,0,0,0,0,0,1,1,0,0,3,1,0,1,0,1,11.000000,3.000000,1,pop-stars
0,0,0,1,1,0,5,0,1,0,0,4,8,2,0,0,0,21.000000,3.925926,1,pop-stars
0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,0,20.000000,3.000000,1,pop-stars
1,0,0,1,2,0,0,0,0,0,0,7,0,1,0,0,0,10.500000,4.500000,2,pop-stars
0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,1,0,6.000000,2.500000,1,pop-stars
3,0,1,1,0,0,0,0,7,0,1,6,1,0,0,0,0,13.500000,2.285714,2,pop-stars
0,1,1,0,1,0,0,0,1,0,0,1,1,2,0,0,0,5.000000,3.187500,3,pop-stars
1,0,1,1,5,0,1,0,1,0,0,2,5,1,0,0,0,9.333333,3.193548,3,pop-stars
0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,20.000000,3.904762,1,pop-stars
0,1,0,0,0,0,1,1,1,0,0,8,6,0,0,0,1,27.000000,2.687500,1,pop-stars
0,0,0,0,0,0,2,0,1,0,0,2,3,0,0,0,0,9.000000,3.636364,1,pop-stars
1,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,11.500000,3.250000,2,pop-stars
0,2,1,0,2,0,0,0,1,0,0,6,1,3,0,1,3,5.500000,2.782609,4,pop-stars
0,1,0,0,0,0,1,0,0,0,1,4,2,1,1,0,0,9.500000,3.380952,2,pop-stars
0,0,1,0,0,0,0,1,1,0,0,5,2,0,0,0,1,6.000000,2.266667,2,pop-stars
0,0,0,1,0,0,0,0,0,0,0,6,3,1,0,0,0,10.500000,4.000000,2,pop-stars
0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,6.000000,4.375000,1,pop-stars
0,1,0,0,0,0,0,1,1,0,1,7,1,3,0,1,1,5.000000,2.916667,4,pop-stars
0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,1,0,6.000000,2.846154,2,pop-stars
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0,pop-stars
1,0,2,0,1,0,1,0,0,0,0,9,2,0,1,0,0,13.500000,3.586207,2,pop-stars
0,3,0,0,3,0,0,2,1,1,0,6,1,2,0,1,16,6.000000,3.000000,4,pop-stars
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.000000,2.500000,1,pop-stars
0,0,1,1,0,1,1,0,1,0,0,6,1,0,0,0,0,10.500000,3.625000,2,pop-stars
1,0,0,1,0,0,0,0,1,0,0,4,4,1,1,0,1,7.666667,3.416667,3,pop-stars
1,1,0,0,2,0,0,0,1,0,0,6,4,1,0,0,2,7.000000,3.260870,3,pop-stars
0,1,0,0,2,0,0,1,2,0,0,6,1,1,0,0,3,7.000000,2.958333,3,pop-stars
0,1,0,0,0,0,0,0,1,0,0,7,3,1,0,0,1,9.000000,3.800000,2,pop-stars
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6.000000,3.375000,1,pop-stars
0,1,0,0,0,0,0,0,1,0,1,5,3,0,0,0,1,17.000000,3.894737,1,pop-stars
2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,9.000000,3.526316,2,pop-stars
0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,5.000000,4.454545,2,pop-stars
0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,10.000000,3.333333,2,pop-stars
0,1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,8.500000,2.894737,2,pop-stars
0,0,0,1,0,0,0,1,1,0,0,5,0,2,0,1,0,17.000000,2.842105,1,pop-stars
0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,13.000000,2.937500,1,pop-stars
0,0,0,0,0,0,0,1,1,0,0,5,0,0,1,0,0,7.500000,2.882353,2,pop-stars
4,0,0,1,1,1,0,1,1,1,0,8,1,1,0,2,3,12.000000,3.111111,2,pop-stars
0,2,0,1,0,0,0,0,1,0,1,3,1,2,0,0,0,6.000000,3.315789,3,pop-stars
0,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,0,13.000000,3.388889,1,pop-stars
3,3,1,0,2,1,0,0,0,0,0,7,1,1,0,0,0,14.000000,2.666667,2,pop-stars
0,0,0,0,0,0,1,1,1,0,0,4,4,1,0,1,1,9.000000,3.619048,2,pop-stars
2,1,1,1,1,0,0,0,2,0,0,11,2,0,1,3,6,14.500000,3.133333,2,pop-stars
3,1,1,1,4,0,1,1,1,0,0,6,2,1,0,1,4,25.000000,3.000000,1,pop-stars
1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6.500000,2.857143,2,pop-stars
0,1,0,0,0,0,1,0,1,0,0,5,3,0,0,0,0,16.000000,3.684211,1,pop-stars
1,0,0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,9.000000,3.523810,2,pop-stars
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,9.000000,4.800000,1,pop-stars
0,2,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,10.000000,3.913043,2,pop-stars
0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,1,0,4.000000,3.000000,2,pop-stars
0,0,0,0,0,0,0,0,1,0,1,6,0,2,0,0,0,13.000000,3.117647,1,pop-stars
0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,20.000000,4.285714,1,pop-stars
0,0,1,1,2,0,0,1,0,0,0,5,0,1,0,0,0,19.000000,4.250000,1,pop-stars
0,0,1,0,0,0,0,1,1,0,0,4,1,0,0,0,0,7.000000,2.736842,2,pop-stars
0,1,0,0,1,0,1,0,1,0,1,4,2,0,0,0,0,12.500000,3.407407,2,pop-stars
1,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0,0,5.500000,3.416667,2,pop-stars
1,0,1,1,1,0,0,0,1,0,0,4,1,1,0,0,0,6.666667,3.285714,3,pop-stars
0,0,1,2,0,0,0,0,0,0,0,8,1,0,0,0,0,10.000000,4.454545,2,pop-stars
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.000000,4.250000,1,pop-stars
2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5.000000,2.000000,1,pop-stars
0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,3.000000,1.500000,1,pop-stars
1,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,17.000000,3.611111,1,pop-stars
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.000000,3.750000,1,pop-stars
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.000000,3.000000,1,pop-stars
1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,14.000000,3.666667,1,pop-stars
1,1,1,0,1,0,1,0,0,0,0,6,0,0,0,0,0,20.000000,3.227273,1,pop-stars
